Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:05,1.614,61.35,316,19.22,0.202
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:10,1.913,51.89,301.7,19.08,0.193
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:15,1.017,63.97,321,18.98,0.189
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:20,2.214,70.53,306.8,18.66,0.162
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:25,2.683,60.47,294,18.02,0.186
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:30,1.671,59.97,298.6,17.98,0.11
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:40,1.686,45.74,308.9,18.32,0.056
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-7? 17:45,1.538,46.78,306.5,17.96,0.014
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:10,0.871,26.6,137.4,18.37,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:35,0.454,50.57,203.1,19.01,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:40,0.198,38.8,281.9,19.33,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:45,0.056,0.003,115,20.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:50,0,0,0,21.26,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 07:55,0,0,0,21.64,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:00,0.059,3.196,359.8,22.28,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:05,0,0,0,22.94,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:10,0.21,4.616,185.7,22.38,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:15,0.094,22.82,103,22.39,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:20,0.799,58.99,87,22.7,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:25,0.877,68.7,102.9,22.25,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:30,0.229,36.2,11.38,22.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:35,0.748,20.76,307.2,23.09,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:40,1.118,37.84,315.6,23.54,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:45,1.196,63.4,310.2,22.92,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:50,0.743,51.53,289.5,22.73,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 08:55,0.232,24.08,335.5,23.48,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:00,0.825,59.22,292.1,23.63,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:05,0.978,77.06,205.7,22.58,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:10,0.413,42.25,231.5,22.08,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:15,0.221,8.53,351.4,23.38,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:20,0.4,34.47,325.2,24.74,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:25,0.29,34.69,242.5,24.22,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:30,0.091,15.97,185,24.3,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:35,0.06,17.71,22.58,25.47,62.34
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:40,0.129,9.87,342.6,26.69,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:45,0.647,49.09,302.7,26.06,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:50,0.441,43.84,234.9,24.92,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 09:55,0.523,44.3,207.6,24.73,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:00,0.537,41.8,309.3,24.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:05,0.559,20.17,331.5,25.52,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:10,0.97,20.46,320.7,25.74,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:15,1.166,22.64,324.2,26.2,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:20,1.121,57.5,333.1,26.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:25,1.62,76.21,345.9,24.46,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:30,1.22,52.45,343.1,23.52,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:35,1.543,61.87,308.5,23.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:40,1.782,42.11,320.8,22.95,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:45,1.792,58.33,304.6,22.64,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:50,1.553,53.19,315,22.36,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 10:55,1.286,50.68,315.6,21.97,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:00,1.021,67.15,306.7,22.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:05,0.99,48.19,306.9,21.81,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:10,1.192,43.73,333.3,22.53,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:15,0.873,57.58,317.1,22.79,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:20,1.497,20.48,309.5,22.94,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:25,1.142,47.28,322,22.74,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:30,0.937,45.3,312.4,23.06,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:35,1.413,37.77,315.6,23.17,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:40,1.3,49.71,302.1,23.45,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:45,1.069,39.38,326,23.96,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:50,1.042,61.41,308.2,24.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 11:55,0.843,72.27,164.1,24.05,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:00,1.273,84.4,206.5,23.93,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:05,0.992,88.6,271.6,23.55,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:10,0.871,82.1,258.3,23.2,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:15,1.289,80.2,247.4,22.67,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:20,1.051,71.34,232,22.36,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:25,0.948,73.81,275.8,22.76,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:30,0.663,67.96,53.33,22.73,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:35,0.896,70.58,145,22.78,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:40,0.849,64.14,193.3,22.4,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:45,0.971,76.47,196.8,22.04,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:50,0.769,61.05,157.8,21.97,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 12:55,0.8,69.18,146,21.69,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:00,1.044,79.94,334.2,22.2,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:05,1.113,60.36,183.2,21.94,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:10,1.423,62.87,205.4,21.46,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:15,0.848,63.47,154.7,21.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:20,0.97,51.53,168.9,21.65,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:25,1.11,76.79,201.3,21.8,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:30,1.073,67.9,176.8,21.78,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:35,1.29,55.06,169.3,21.76,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:40,1.276,48.7,197.5,21.36,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:45,0.84,72.53,169.4,21.76,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:50,1.296,71.26,180.6,21.53,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 13:55,1.356,57.93,193,21.43,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:00,1.335,64.74,187.3,21.41,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:05,1.468,70.34,198.2,21.58,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:10,1.333,64.31,180.2,21.35,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:15,1.258,84.4,175.5,21.37,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:20,1.121,80.8,184.2,21.31,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:25,1.176,63.9,160.8,21.36,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:30,1.182,78.61,148,21.13,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:35,1.143,57.74,184,21.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:40,1.107,77.51,198.8,21.39,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:45,1.201,72.77,166.3,21.66,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:50,1.077,74.91,207.3,21.43,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 14:55,0.862,80.8,183.4,21.55,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:00,1.058,65.17,242.9,21.37,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:05,0.938,76.74,223.6,21.48,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:10,1.424,59.65,204.9,21.6,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:15,0.798,76.37,227.6,21.8,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:20,0.938,63.84,217,22.08,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:25,0.824,80.2,167.1,22.27,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:30,1.282,69.29,201.8,21.98,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:35,1.028,61.38,165.4,21.65,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:40,0.75,65.15,184.6,21.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:45,0.762,79.97,207.2,21.7,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:50,0.802,58.87,205.1,21.63,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 15:55,0.842,78.9,142.2,21.66,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:00,1.141,66.28,178.6,21.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:05,0.842,74.77,111,20.88,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:10,0.886,68.59,168.5,20.57,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:15,0.81,66.47,146,20.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:20,0.965,57.3,143.1,20,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:25,1.206,60.72,163.4,19.44,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:30,1.477,54.07,170.8,18.85,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:35,1.471,47.82,189.7,18.26,0.004
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:40,1.065,60.47,183.4,18.29,0.01
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:45,1.231,64.15,179.6,18.4,0.032
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:50,1.252,73.04,187.2,18.1,0.082
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 16:55,1.041,71.78,161.5,18.4,0.134
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:00,1.302,78.8,192.7,18.7,0.134
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:05,1.077,90.9,184.7,18.53,0.172
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:10,1.475,72.47,272.5,18.12,0.191
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:15,0.787,78.63,134.6,18.13,0.174
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:20,0.747,71.75,184.4,18.54,0.088
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:25,0.955,70.89,217,18.56,0.031
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:30,1.128,60.49,215,18.33,0.007
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:35,1.099,82.1,301,18.09,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:40,0.951,66.14,182,17.73,0.046
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-1? 17:45,1.003,70.15,173.5,17.38,0.328
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:10,1.315,62.4,57.5,22.54,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:15,0.85,0,321.9,22.82,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:25,1.135,53.4,91.1,23.64,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:30,2.014,59.41,70.92,23.79,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:35,1.86,52.32,85,23.88,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:40,2.02,64.34,68.72,23.75,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:45,1.756,79.78,62.51,23.64,0.001
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:50,1.275,13.96,34.91,23.59,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 07:55,2.249,76.98,56.68,23.57,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:00,1.929,71.74,77.43,23.83,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:05,1.98,56.35,63.58,23.96,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:10,2.076,46.11,68.74,24.4,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:15,2.102,42.38,67.56,24.45,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:20,1.487,30.39,55.74,24.46,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:25,1.536,36.71,64.01,24.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:30,1.646,23.87,44.95,24.35,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:35,1.531,28.86,45.78,24.33,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:40,2.054,32.95,46.68,24.57,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:45,2.409,26.56,53.95,24.55,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:50,2.486,33.08,51.95,24.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 08:55,2.813,29.11,46.15,24.68,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:00,2.707,26.11,44.28,24.89,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:05,3,27.98,42.38,24.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:10,3.24,23.14,41.57,24.91,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:15,2.639,34.1,50.9,25.07,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:20,2.844,35.52,55.6,24.92,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:25,2.546,37.96,46.45,25.08,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:30,2.797,33.92,47.12,25.17,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:35,2.534,46.57,59.3,25.32,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:40,2.249,52.61,64.02,25.54,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:45,2.515,48.67,56.71,25.59,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:50,2.602,28.69,43.4,25.85,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 09:55,2.156,35.79,47.47,26.24,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:00,2.789,32.37,37.61,26.6,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:05,2.83,29.82,42.73,26.69,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:10,2.961,24.61,33.45,26.83,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:15,2.683,28.62,38.78,26.79,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:20,2.265,35.74,37.31,27.13,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:25,1.893,44.03,35.52,27.39,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:30,2.219,40.12,37.59,27.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:35,2.389,29.88,36.97,27.71,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:40,2.202,23.64,30.95,28.21,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:45,1.516,45.3,22.69,28.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:50,1.469,47.83,58.07,28.83,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 10:55,1.58,46.41,36.1,28.96,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:00,2.306,28.31,34.67,29.23,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:05,1.48,42.9,28.64,29.09,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:10,2.039,25.01,14.99,29.56,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:15,2.617,23.84,11.19,29.61,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:20,2.745,25.61,15.7,29.33,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:25,2.387,24.92,6.608,29.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:30,2.046,25.87,23.36,29.78,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:35,2.583,23.18,19.65,29.79,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:40,1.621,25.63,36.24,29.86,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:45,1.927,39.36,28.58,30.12,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:50,1.877,26,43.07,29.98,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 11:55,2.229,28.3,6.833,30.06,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:00,2.014,22.1,12.04,30.9,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:05,1.424,31.73,25.3,31.11,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:10,1.383,29.2,357.3,31.67,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:15,1.997,23.42,15.2,31.92,0.102
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:20,1.954,36.91,12.23,31.48,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:25,2.007,29.99,16.27,31.78,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:30,1.325,43.35,16.64,32.05,0.011
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:35,2.047,28.47,9.06,32.1,0.007
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:40,2.04,35.73,10.8,31.82,0.029
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:45,1.765,25.56,2.545,32.27,0.033
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:50,2.481,28.41,2.681,32.39,0.036
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 12:55,2.08,29.75,344.1,32.53,0.061
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:00,1.654,26.8,355.6,32.79,0.061
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:05,0.95,70.43,311.7,32.59,0.041
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:10,1.18,57.32,305.1,31.24,0.102
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:15,1.433,75.59,305.3,30.87,0.12
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:20,1.709,70.66,309.9,30.69,0.126
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:25,1.981,52.62,303.2,29.71,0.165
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:30,1.811,57.1,299.5,27.92,0.199
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:35,1.668,57.28,303.7,27.38,0.19
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:40,1.835,57.02,311.3,27.09,0.18
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:45,1.865,48.91,307.8,27.1,0.125
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:50,2,30.37,305.4,26.86,0.063
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 13:55,2.198,40.13,308.4,26.4,0.019
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:00,2.239,37.75,306.7,26.06,0.02
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:05,1.4,57.22,326.6,26.87,0.002
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:10,1.642,61.3,322.3,27.02,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:15,2.292,37.66,297.1,26.65,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:20,1.431,52.77,303.5,26.44,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:25,1.782,43.45,304.5,26.6,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:30,2.33,38.9,299.1,26.01,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:35,1.826,43.69,318.3,25.98,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:40,1.721,60.14,307,26.23,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:45,1.975,49.56,310.2,26.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:50,1.83,47.88,309.5,26.5,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 14:55,1.934,53.35,309,26.42,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:00,1.602,58.97,317.5,25.95,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:05,1.587,66.54,304.9,25.75,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:10,2.662,21.17,314.5,25.67,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:15,1.572,61.07,307.9,25.63,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:20,2.13,31.25,304.8,25.33,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:25,1.734,46.83,311.8,25.46,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:30,1.274,49.52,307.3,25.76,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:35,2.471,33.61,303.7,25.7,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:40,1.931,70.82,309.5,25.06,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:45,1.79,62.12,306,24.84,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:50,1.914,54.96,308.6,24.4,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 15:55,2.063,62.63,328.3,23.96,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:00,1.571,75.45,314,23.82,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:05,1.367,61.79,344,24.38,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:10,2.053,50.95,319.2,24.36,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:15,1.504,70.58,336.3,23.92,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:20,1.933,55.94,312.2,23.75,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:25,1.026,55.16,328.6,24.48,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:30,0.865,63.21,318.1,25.1,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:35,1.554,50.82,308,25.06,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:40,1.536,65.21,329.8,24.49,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:45,2.158,43.39,311,24.62,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:50,1.757,41.35,308.3,24.69,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 16:55,1.502,41.71,279.4,24.76,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:00,0.853,60.78,324.7,25.27,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:05,1.709,60.11,267.3,25.34,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:10,1.207,82.6,306.2,25.15,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:15,1.131,71.37,325.9,25.27,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:20,1.905,53.01,294.7,24.93,0
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:25,1.361,75.24,304.6,24.63,0.003
SF04,"Lincoln High School","2162 24th Ave",5,2015-09-2? 17:40,0.832,60.68,245.4,24.72,0.013
